iter	Passed	Remaining
1664	65841	131880
1665	65873	131825
1666	65907	131774
1667	65943	131728
1668	65974	131672
1669	66007	131619
1670	66040	131568
1671	66074	131516
1672	66106	131461
1673	66140	131410
1674	66175	131363
1675	66208	131311
1676	66241	131258
1677	66272	131201
1678	66308	131155
1679	66341	131103
1680	66374	131050
1681	66406	130996
1682	66435	130937
1683	66464	130876
1684	66495	130820
1685	66528	130767
1686	66563	130719
1687	66601	130677
1688	66644	130645
1689	66678	130595
1690	66713	130547
1691	66746	130494
1692	66780	130443
1693	66813	130392
1694	66844	130337
1695	66876	130282
1696	66907	130226
1697	66941	130176
1698	66972	130121
1699	67004	130067
1700	67038	130016
1701	67068	129959
1702	67104	129913
1703	67150	129887
1704	67189	129846
1705	67225	129800
1706	67259	129751
1707	67294	129703
1708	67327	129652
1709	67362	129603
1710	67394	129550
1711	67433	129510
1712	67466	129458
1713	67499	129407
1714	67535	129360
1715	67572	129317
1716	67610	129274
1717	67645	129228
1718	67679	129177
1719	67713	129127
1720	67747	129078
1721	67779	129025
1722	67814	128978
1723	67848	128927
1724	67890	128892
1725	67924	128844
1726	67957	128791
1727	67991	128743
1728	68026	128695
1729	68060	128646
1730	68092	128592
1731	68126	128543
1732	68161	128495
1733	68191	128439
1734	68221	128382
1735	68253	128328
1736	68288	128282
1737	68324	128235
1738	68358	128186
1739	68394	128141
1740	68426	128088
1741	68458	128035
1742	68492	127985
1743	68525	127934
1744	68559	127886
1745	68611	127870
1746	68654	127837
1747	68690	127792
1748	68723	127741
1749	68755	127688
1750	68791	127642
1751	68822	127589
1752	68855	127537
1753	68893	127496
1754	68925	127443
1755	68958	127393
1756	68994	127348
1757	69026	127295
1758	69058	127242
1759	69094	127196
1760	69127	127146
1761	69161	127096
1762	69194	127046
1763	69233	127007
1764	69270	126963
1765	69307	126919
1766	69341	126871
1767	69374	126819
1768	69405	126766
1769	69438	126715
1770	69474	126670
1771	69507	126619
1772	69541	126571
1773	69581	126532
1774	69623	126499
1775	69658	126452
1776	69694	126406
1777	69726	126355
1778	69759	126304
1779	69795	126259
1780	69826	126204
1781	69859	126155
1782	69896	126111
1783	69927	126057
1784	69962	126010
1785	69994	125959
1786	70026	125907
1787	70067	125870
1788	70101	125821
1789	70136	125776
1790	70172	125730
1791	70208	125685
1792	70242	125638
1793	70278	125592
1794	70310	125540
1795	70345	125493
1796	70381	125448
1797	70414	125399
1798	70448	125350
1799	70484	125305
1800	70516	125253
1801	70549	125204
1802	70591	125168
1803	70627	125125
1804	70662	125078
1805	70697	125031
1806	70728	124978
1807	70761	124929
1808	70796	124881
1809	70830	124833
1810	70862	124781
1811	70900	124740
1812	70934	124693
1813	70970	124647
1814	71003	124599
1815	71038	124552
1816	71073	124504
1817	71105	124454
1818	71137	124401
1819	71169	124351
1820	71200	124298
1821	71234	124249
1822	71267	124199
1823	71298	124146
1824	71331	124097
1825	71367	124052
1826	71398	124000
1827	71439	123963
1828	71475	123919
1829	71512	123876
1830	71550	123836
1831	71595	123807
1832	71645	123787
1833	71687	123751
1834	71720	123702
1835	71757	123660
1836	71796	123620
1837	71830	123574
1838	71867	123531
1839	71909	123495
1840	71946	123453
1841	71976	123399
1842	72009	123350
1843	72045	123305
1844	72081	123261
1845	72118	123218
1846	72151	123168
1847	72184	123119
1848	72216	123068
1849	72249	123020
1850	72283	122971
1851	72316	122922
1852	72349	122873
1853	72384	122826
1854	72415	122775
1855	72449	122727
1856	72484	122680
1857	72521	122638
1858	72555	122590
1859	72588	122541
1860	72622	122495
1861	72660	122454
1862	72694	122406
1863	72730	122362
1864	72762	122312
1865	72797	122265
1866	72829	122215
1867	72864	122169
1868	72895	122115
1869	72931	122072
1870	72964	122023
1871	73001	121980
1872	73033	121930
1873	73063	121876
1874	73095	121825
1875	73131	121782
1876	73163	121730
1877	73194	121679
1878	73226	121629
1879	73261	121582
1880	73295	121535
1881	73329	121488
1882	73364	121442
1883	73402	121402
1884	73439	121360
1885	73478	121321
1886	73514	121277
1887	73548	121230
1888	73585	121187
1889	73621	121145
1890	73655	121096
1891	73691	121053
1892	73725	121005
1893	73758	120958
1894	73791	120909
1895	73827	120865
1896	73861	120818
1897	73894	120768
1898	73930	120726
1899	73964	120678
1900	73998	120631
1901	74037	120592
1902	74072	120548
1903	74107	120502
1904	74140	120453
1905	74174	120406
1906	74206	120356
1907	74238	120307
1908	74271	120257
1909	74305	120212
1910	74338	120162
1911	74370	120112
1912	74408	120072
1913	74442	120025
1914	74475	119976
1915	74511	119933
1916	74570	119928
1917	74622	119910
1918	74674	119892
1919	74717	119859
1920	74758	119822
1921	74791	119774
1922	74841	119754
1923	74877	119710
1924	74915	119670
1925	74949	119623
1926	74982	119574
1927	75015	119527
1928	75047	119477
1929	75079	119427
1930	75112	119377
1931	75143	119326
1932	75176	119279
1933	75208	119229
1934	75238	119176
1935	75270	119125
1936	75306	119082
1937	75344	119042
1938	75398	119028
1939	75453	119013
1940	75491	118974
1941	75526	118929
1942	75562	118885
1943	75600	118845
1944	75644	118814
1945	75692	118790
1946	75730	118748
1947	75767	118707
1948	75805	118666
1949	75845	118630
1950	75882	118587
1951	75921	118548
1952	75957	118506
1953	75991	118459
1954	76024	118412
1955	76060	118368
1956	76096	118324
1957	76129	118276
1958	76167	118235
1959	76204	118194
1960	76234	118142
1961	76272	118102
1962	76304	118051
1963	76337	118004
1964	76375	117963
1965	76407	117914
1966	76438	117864
1967	76473	117819
1968	76507	117772
1969	76542	117727
1970	76575	117680
1971	76608	117632
1972	76643	117587
1973	76694	117566
1974	76725	117515
1975	76756	117465
1976	76790	117418
1977	76824	117372
1978	76856	117323
1979	76891	117278
1980	76923	117229
1981	76973	117207
1982	77007	117160
1983	77042	117117
1984	77079	117075
1985	77114	117030
1986	77146	116981
1987	77177	116931
1988	77212	116886
1989	77246	116839
1990	77279	116792
1991	77315	116749
1992	77351	116706
1993	77390	116668
1994	77424	116622
1995	77459	116577
1996	77497	116537
1997	77532	116492
1998	77571	116454
1999	77609	116413
2000	77649	116377
2001	77686	116335
2002	77722	116292
2003	77752	116240
2004	77787	116196
2005	77820	116148
2006	77852	116099
